plant_id,plant_name,datetime,installed_capacity_mw,actual_generation_mw,water_flow_m3s,turbine_efficiency,outage_flag
H02,River_Gate,2024-01-05 03:00:00,125.0,125.0,194.445,0.939,0
H02,River_Gate,2024-08-10 02:00:00,125.0,77.52,120.655,0.92,0
H02,River_Gate,2024-03-24 00:30:00,125.0,125.0,227.018,0.893,0
H01,Andean_Falls,2024-08-10 15:00:00,180.0,108.764,155.844,0.874,0
H02,River_Gate,2024-03-01 10:30:00,125.0,125.0,219.385,0.92,0
H01,Andean_Falls,2024-06-14 10:15:00,180.0,165.293,232.446,0.91,0
H02,River_Gate,2024-02-22 15:45:00,125.0,123.575,207.768,0.862,0
H01,Andean_Falls,2024-02-16 14:00:00,180.0,180.0,272.612,0.876,0
H02,River_Gate,2024-08-14 12:45:00,125.0,72.373,112.531,0.934,0
H03,Canyon_Run,2024-05-17 19:30:00,95.0,81.285,121.767,0.867,0
H03,Canyon_Run,2024-05-09 17:30:00,95.0,80.394,125.713,0.872,0
H01,Andean_Falls,2024-11-29 23:00:00,180.0,113.753,158.642,0.904,0
H03,Canyon_Run,2024-08-02 18:00:00,95.0,50.731,83.555,0.864,0
H03,Canyon_Run,2024-01-23 17:00:00,95.0,88.861,139.995,0.857,0
H01,Andean_Falls,2024-04-22 18:15:00,180.0,180.0,275.943,0.886,0
H03,Canyon_Run,2024-08-09 07:45:00,95.0,50.348,71.789,0.938,0
H02,River_Gate,2024-12-15 23:45:00,125.0,96.528,168.192,0.879,0
H01,Andean_Falls,2024-05-01 00:00:00,180.0,180.0,275.289,,0
H02,River_Gate,2024-04-14 04:00:00,125.0,125.0,217.269,0.931,0
H02,River_Gate,2024-05-13 19:00:00,125.0,113.98,193.329,0.858,0
H02,River_Gate,2024-03-16 08:30:00,125.0,125.0,225.569,0.924,0
H01,Andean_Falls,2024-04-16 10:30:00,180.0,180.0,285.518,0.892,0
H02,River_Gate,2024-02-26 09:45:00,125.0,125.0,226.601,0.918,0
H03,Canyon_Run,2024-01-17 17:15:00,95.0,85.038,133.833,0.859,0
H03,Canyon_Run,2024-03-25 17:00:00,95.0,95.0,153.178,0.865,0
H02,River_Gate,2024-07-22 08:30:00,125.0,84.844,134.506,0.902,0
H02,River_Gate,2024-08-23 06:30:00,125.0,77.391,121.566,0.922,0
H03,Canyon_Run,2024-04-29 04:15:00,95.0,95.0,142.002,0.931,0
H02,River_Gate,2024-10-03 10:30:00,125.0,73.688,118.848,0.899,0
H01,Andean_Falls,2024-08-09 15:00:00,180.0,107.504,167.937,0.861,0
H01,Andean_Falls,2024-08-27 10:00:00,180.0,106.393,150.791,0.918,0
H02,River_Gate,2024-05-06 17:30:00,125.0,112.955,192.071,0.862,0
H03,Canyon_Run,2024-11-25 01:45:00,95.0,71.771,102.576,0.94,0
H01,Andean_Falls,2024-01-03 19:30:00,180.0,147.297,218.81,0.882,0
H01,Andean_Falls,2024-09-16 18:30:00,180.0,100.776,149.584,0.846,0
H01,Andean_Falls,2024-11-30 21:15:00,180.0,116.383,169.125,0.879,0
H03,Canyon_Run,2024-07-02 04:45:00,95.0,68.191,97.293,0.914,0
H03,Canyon_Run,2024-03-23 02:15:00,95.0,95.0,142.043,0.936,0
H02,River_Gate,2024-04-20 10:45:00,125.0,121.334,201.52,0.908,0
H01,Andean_Falls,2024-12-10 01:15:00,180.0,120.551,169.902,0.901,0
H01,Andean_Falls,2024-08-14 12:00:00,180.0,109.954,153.147,0.918,0
H01,Andean_Falls,2024-08-15 00:15:00,180.0,101.238,145.196,0.894,0
H03,Canyon_Run,2024-11-18 12:00:00,95.0,71.934,109.086,0.922,0
H02,River_Gate,2024-03-19 22:30:00,125.0,125.0,218.377,0.863,0
H03,Canyon_Run,2024-10-30 03:00:00,95.0,61.918,87.401,0.916,0
H02,River_Gate,2024-01-26 22:15:00,125.0,125.0,201.026,0.915,0
H02,River_Gate,2024-04-22 00:00:00,125.0,125.0,223.087,0.902,0
H01,Andean_Falls,2024-10-24 22:00:00,180.0,95.005,143.804,0.862,0
H03,Canyon_Run,2024-03-12 12:15:00,95.0,95.0,143.635,0.91,0
H03,Canyon_Run,2024-01-08 11:15:00,95.0,95.0,148.462,0.906,0
H02,River_Gate,2024-02-28 19:15:00,125.0,125.0,226.621,1.304505660744527,0
H03,Canyon_Run,2024-01-28 10:45:00,95.0,95.0,145.625,0.919,0
H02,River_Gate,2024-06-25 21:15:00,125.0,102.293,172.578,0.858,0
H01,Andean_Falls,2024-06-11 22:45:00,180.0,164.752,242.428,0.885,0
H02,River_Gate,2024-11-12 12:00:00,125.0,89.775,154.247,0.907,0
H02,River_Gate,2024-09-28 13:45:00,125.0,62.85,103.022,0.897,0
H02,River_Gate,2024-03-07 00:15:00,125.0,125.0,211.756,0.893,0
H02,River_Gate,2024-10-05 07:15:00,125.0,75.586,117.378,0.928,0
H01,Andean_Falls,2024-08-07 09:30:00,180.0,122.728,166.938,0.951,0
H03,Canyon_Run,2024-01-15 14:30:00,95.0,95.0,147.897,0.872,0
H03,Canyon_Run,2024-10-05 16:00:00,95.0,56.698,84.814,0.879,0
H01,Andean_Falls,2024-08-11 13:45:00,180.0,114.82,159.866,0.898,0
H01,Andean_Falls,2024-11-11 00:00:00,180.0,100.571,150.463,0.881,0
H03,Canyon_Run,2024-11-28 04:00:00,95.0,82.935,119.023,0.919,0
H03,Canyon_Run,2024-05-10 23:45:00,95.0,84.354,129.208,0.879,0
H02,River_Gate,2024-01-01 22:45:00,125.0,105.477,175.695,0.87,0
H02,River_Gate,2024-09-18 07:30:00,125.0,67.334,108.779,0.933,0
H01,Andean_Falls,2024-04-24 13:15:00,180.0,180.0,277.623,0.911,0
H02,River_Gate,2024-04-04 08:15:00,125.0,125.0,220.76,0.911,0
H01,Andean_Falls,2024-11-11 10:30:00,180.0,118.333,165.082,0.915,0
H03,Canyon_Run,2024-04-17 05:00:00,95.0,95.0,138.899,0.939,0
H01,Andean_Falls,2024-04-07 07:15:00,180.0,180.0,279.912,0.925,0
H03,Canyon_Run,2024-10-27 05:00:00,95.0,63.635,87.667,0.926,0
H03,Canyon_Run,2024-05-23 14:30:00,95.0,80.831,120.437,0.893,0
H01,Andean_Falls,2024-05-06 22:45:00,180.0,180.0,263.309,0.901,0
H01,Andean_Falls,2024-01-15 21:30:00,180.0,156.558,231.528,0.866,0
H03,Canyon_Run,2024-10-04 03:30:00,95.0,56.887,81.074,0.922,0
H02,River_Gate,2024-04-01 19:00:00,125.0,125.0,221.836,0.864,0
H02,River_Gate,2024-10-27 16:45:00,125.0,72.131,121.476,0.883,0
H02,River_Gate,2024-11-10 00:00:00,125.0,82.158,133.154,0.903,0
H03,Canyon_Run,2024-10-20 21:45:00,95.0,68.534,95.654,0.904,0
H02,River_Gate,2024-12-02 17:00:00,125.0,89.028,-163.384,0.859,0
H01,Andean_Falls,2024-01-16 00:15:00,180.0,177.15,244.047,0.92,0
H02,River_Gate,2024-06-21 07:15:00,125.0,99.392,159.166,0.933,0
H02,River_Gate,2024-01-24 05:30:00,125.0,125.0,195.375,0.941,0
H03,Canyon_Run,2024-12-26 19:15:00,95.0,78.414,120.803,0.863,0
H03,Canyon_Run,2024-03-23 19:45:00,95.0,90.798,141.445,0.843,0
H02,River_Gate,2024-03-30 03:00:00,125.0,125.0,222.33,0.932,0
H01,Andean_Falls,2024-03-10 10:00:00,180.0,180.0,265.717,0.886,0
H01,Andean_Falls,2024-08-29 22:00:00,180.0,99.268,137.948,0.892,0
H01,Andean_Falls,2024-10-07 10:45:00,180.0,0.0,0.0,0.0,1
H02,River_Gate,2024-09-01 00:15:00,125.0,71.54,110.979,0.914,0
H02,River_Gate,2024-04-02 04:45:00,125.0,125.0,211.159,0.928,0
H01,Andean_Falls,2024-03-02 12:00:00,180.0,180.0,257.15,0.925,0
H02,River_Gate,2024-07-13 08:30:00,125.0,89.488,144.094,0.928,0
H01,Andean_Falls,2024-05-27 18:15:00,180.0,167.104,251.292,0.869,0
H03,Canyon_Run,2024-10-04 12:00:00,95.0,53.766,83.364,0.882,0
H01,Andean_Falls,2024-03-27 13:15:00,180.0,180.0,270.715,0.878,0
H01,Andean_Falls,2024-03-17 08:15:00,180.0,180.0,265.338,0.939,0
H02,River_Gate,2024-07-20 12:15:00,125.0,85.686,142.921,0.909,0
H03,Canyon_Run,2024-01-06 16:30:00,95.0,87.359,132.92,0.866,0
H01,Andean_Falls,2024-08-20 01:00:00,180.0,107.338,151.319,0.903,0
H01,Andean_Falls,2024-07-18 03:15:00,180.0,134.448,187.694,0.93,0
H02,River_Gate,2024-08-16 12:45:00,125.0,64.54,101.761,0.897,0
H03,Canyon_Run,2024-09-15 01:45:00,95.0,48.226,65.736,0.887,0
H01,Andean_Falls,2024-12-03 06:15:00,180.0,117.327,165.567,0.909,0
H01,Andean_Falls,2024-08-21 05:15:00,180.0,104.523,144.851,0.933,0
H03,Canyon_Run,2024-09-30 18:30:00,95.0,48.047,74.894,0.857,0
H01,Andean_Falls,2024-07-04 18:00:00,180.0,145.327,215.881,0.869,0
H01,Andean_Falls,2024-11-27 06:15:00,180.0,0.0,0.0,0.0,1
H03,Canyon_Run,2024-12-09 05:15:00,95.0,87.028,126.5,0.933,0
H01,Andean_Falls,2024-04-25 14:00:00,180.0,180.0,266.585,0.898,0
H02,River_Gate,2024-01-12 17:30:00,125.0,106.64,179.94,0.866,0
H02,River_Gate,2024-12-17 05:45:00,125.0,91.732,152.699,0.907,0
H02,River_Gate,2024-05-08 09:45:00,125.0,115.877,192.339,0.896,0
H03,Canyon_Run,2024-10-30 02:30:00,95.0,63.455,94.018,0.894,0
H03,Canyon_Run,2024-11-03 12:15:00,95.0,54.922,81.115,0.886,0
H03,Canyon_Run,2024-09-15 21:15:00,95.0,54.159,85.308,0.879,0
H03,Canyon_Run,2024-11-25 05:15:00,95.0,79.104,108.767,0.933,0
H03,Canyon_Run,2024-08-11 09:45:00,95.0,55.83,79.005,0.931,0
H01,Andean_Falls,2024-06-08 21:45:00,180.0,154.109,233.573,0.833,0
H02,River_Gate,2024-07-21 02:15:00,125.0,82.382,129.348,0.904,0
H02,River_Gate,2024-01-07 03:45:00,125.0,114.728,184.727,0.911,0
H02,River_Gate,2024-02-24 10:00:00,125.0,125.0,214.084,0.918,0
H01,Andean_Falls,2024-10-08 19:15:00,180.0,88.196,124.966,0.87,0
H01,Andean_Falls,2024-10-29 19:00:00,180.0,106.497,156.234,0.87,0
H01,Andean_Falls,2024-01-04 22:15:00,180.0,146.106,215.411,0.874,0
H01,Andean_Falls,2024-08-22 09:45:00,180.0,107.035,148.154,0.934,0
H01,Andean_Falls,2024-01-09 11:00:00,180.0,157.293,218.204,0.923,0
H02,River_Gate,2024-04-25 05:30:00,125.0,125.0,212.211,0.933,0
H03,Canyon_Run,2024-03-09 09:45:00,95.0,95.0,149.388,0.939,0
H03,Canyon_Run,2024-07-18 21:45:00,95.0,49.357,77.138,0.873,0
H02,River_Gate,2024-12-29 21:30:00,125.0,104.371,168.539,0.903,0
H01,Andean_Falls,2024-06-26 15:00:00,180.0,0.0,0.0,0.0,1
H03,Canyon_Run,2024-05-05 03:00:00,95.0,91.412,131.778,0.906,0
H01,Andean_Falls,2024-10-18 12:15:00,180.0,107.954,153.569,0.895,0
H02,River_Gate,2024-01-15 19:15:00,125.0,106.075,185.785,0.85,0
H02,River_Gate,2024-06-01 12:00:00,125.0,109.972,184.153,0.902,0
H03,Canyon_Run,2024-07-18 00:45:00,95.0,52.785,77.367,0.918,0
H01,Andean_Falls,2024-07-21 15:30:00,180.0,128.089,188.565,0.883,0
H03,Canyon_Run,2024-10-20 15:45:00,95.0,59.32,92.619,0.866,0
H02,River_Gate,2024-06-25 08:45:00,125.0,107.292,169.065,0.91,0
H02,River_Gate,2024-05-10 19:30:00,125.0,118.354,201.973,0.874,0
H01,Andean_Falls,2024-12-07 03:45:00,180.0,128.346,176.461,0.938,0
H01,Andean_Falls,2024-10-30 15:30:00,180.0,94.249,146.976,0.869,0
H02,River_Gate,2024-12-11 21:45:00,125.0,89.961,152.085,0.872,0
H02,River_Gate,2024-02-20 02:45:00,125.0,125.0,222.468,0.928,0
H02,River_Gate,2024-01-15 03:15:00,125.0,118.814,187.793,0.935,0
H01,Andean_Falls,2024-01-13 11:45:00,180.0,164.405,230.992,0.919,0
H03,Canyon_Run,2024-05-31 21:45:00,95.0,74.334,112.467,0.881,0
H03,Canyon_Run,2024-09-11 16:30:00,95.0,45.161,70.707,0.847,0
H01,Andean_Falls,2024-05-11 06:00:00,180.0,180.0,262.092,0.94,0
H01,Andean_Falls,2024-04-30 05:15:00,180.0,180.0,280.656,0.966,0
H03,Canyon_Run,2024-01-08 19:15:00,95.0,88.647,132.295,0.87,0
H03,Canyon_Run,2024-03-03 21:00:00,95.0,95.0,161.079,0.87,0
H01,Andean_Falls,2024-01-16 01:45:00,180.0,167.469,232.969,0.919,0
H03,Canyon_Run,2024-02-06 13:30:00,95.0,95.0,153.856,0.907,0
H01,Andean_Falls,2024-08-21 23:15:00,180.0,104.333,147.272,0.895,0
H01,Andean_Falls,2024-10-22 06:45:00,180.0,100.983,136.325,0.953,0
H03,Canyon_Run,2024-04-07 18:15:00,95.0,95.0,153.022,0.864,0
H01,Andean_Falls,2024-05-03 13:15:00,180.0,174.683,263.918,0.867,0
H02,River_Gate,2024-10-12 15:30:00,125.0,70.733,118.531,0.892,0
H01,Andean_Falls,2024-04-13 21:45:00,180.0,180.0,278.317,0.92,0
H01,Andean_Falls,2024-09-12 16:30:00,180.0,95.136,134.625,0.869,0
H02,River_Gate,2024-05-30 12:15:00,125.0,115.589,189.533,0.901,0
H02,River_Gate,2024-07-19 11:15:00,125.0,76.6,123.765,0.896,0
H03,Canyon_Run,2024-04-13 13:15:00,95.0,95.0,153.492,0.913,0
H02,River_Gate,2024-12-03 04:00:00,125.0,91.274,145.135,0.911,0
H02,River_Gate,2024-05-05 09:30:00,125.0,125.0,206.378,0.915,0
H03,Canyon_Run,2024-01-18 14:15:00,95.0,95.0,137.4,0.889,0
H02,River_Gate,2024-08-20 23:15:00,125.0,72.923,121.831,0.881,0
H02,River_Gate,2024-02-24 15:00:00,125.0,120.886,205.623,0.862,0
H03,Canyon_Run,2024-09-09 07:15:00,95.0,53.156,73.836,0.945,0
H03,Canyon_Run,2024-08-23 11:15:00,95.0,47.135,70.313,0.913,0
H02,River_Gate,2024-02-06 03:30:00,125.0,123.591,204.764,0.908,0
H01,Andean_Falls,2024-11-20 14:15:00,180.0,107.563,157.109,0.877,0
H03,Canyon_Run,2024-02-15 09:30:00,95.0,95.0,153.839,0.911,0
H02,River_Gate,2024-08-11 22:30:00,125.0,68.711,118.705,0.874,0
H02,River_Gate,2024-09-06 08:15:00,125.0,64.582,103.627,0.91,0
H02,River_Gate,2024-12-08 11:15:00,125.0,95.724,160.555,0.895,0
H03,Canyon_Run,2024-06-13 08:00:00,95.0,67.006,106.33,0.903,0
H03,Canyon_Run,2024-05-26 06:15:00,95.0,72.627,107.761,0.915,0
H01,Andean_Falls,2024-08-20 02:15:00,180.0,111.144,152.672,0.932,0
H01,Andean_Falls,2024-09-15 15:00:00,180.0,93.108,140.519,0.866,0
H03,Canyon_Run,2024-11-16 12:15:00,95.0,77.23,108.721,0.918,0
H01,Andean_Falls,2024-03-05 18:45:00,180.0,180.0,278.283,0.889,0
H02,River_Gate,2024-09-14 22:45:00,125.0,63.093,102.895,0.893,0
H01,Andean_Falls,2024-04-02 20:15:00,180.0,180.0,280.451,0.87,0
H01,Andean_Falls,2024-06-12 22:00:00,180.0,156.0,231.073,0.872,0
H02,River_Gate,2024-03-29 03:45:00,125.0,125.0,224.159,0.902,0
H01,Andean_Falls,2024-05-11 06:15:00,180.0,180.0,258.724,0.927,0
H02,River_Gate,2024-12-24 19:30:00,125.0,91.688,157.613,0.856,0
H03,Canyon_Run,2024-03-03 11:15:00,95.0,95.0,149.424,0.903,0
H02,River_Gate,2024-10-23 20:00:00,125.0,68.693,117.175,0.87,0
H01,Andean_Falls,2024-03-10 17:30:00,180.0,180.0,293.333,0.883,0
H02,River_Gate,2024-01-26 19:15:00,125.0,125.0,210.592,0.887,0
H03,Canyon_Run,2024-12-21 17:00:00,95.0,80.853,118.759,0.868,0
H03,Canyon_Run,2024-01-25 09:30:00,95.0,95.0,138.458,0.931,0
H01,Andean_Falls,2024-03-02 02:15:00,180.0,180.0,272.157,0.898,0
H03,Canyon_Run,2024-03-30 13:15:00,95.0,92.145,138.336,0.882,0
H02,River_Gate,2024-12-23 05:15:00,125.0,99.566,160.388,0.916,0
H02,River_Gate,2024-10-27 19:45:00,125.0,71.083,121.041,0.866,0
H02,River_Gate,2024-12-10 21:30:00,125.0,100.554,162.026,0.897,0
H02,River_Gate,2024-11-11 21:30:00,125.0,83.015,135.639,0.897,0
H01,Andean_Falls,2024-05-25 21:15:00,180.0,173.656,247.924,0.897,0
H02,River_Gate,2024-08-21 16:30:00,125.0,66.414,105.914,0.881,0
H02,River_Gate,2024-06-21 17:45:00,125.0,97.563,167.426,0.867,0
H02,River_Gate,2024-10-20 01:30:00,125.0,74.224,123.901,0.922,0
H02,River_Gate,2024-01-15 16:30:00,125.0,114.959,193.55,0.88,0
H01,Andean_Falls,2024-10-21 08:00:00,180.0,97.039,137.951,0.928,0
H02,River_Gate,2024-09-05 08:15:00,125.0,70.766,103.967,0.946,0
H03,Canyon_Run,2024-07-22 06:30:00,95.0,48.47,68.306,0.918,0
H02,River_Gate,2024-03-29 00:30:00,125.0,125.0,219.296,0.881,0
H02,River_Gate,2024-12-22 22:30:00,125.0,111.28,183.655,0.894,0
H02,River_Gate,2024-12-01 01:15:00,125.0,92.212,149.801,0.911,0
H02,River_Gate,2024-04-12 15:45:00,125.0,125.0,214.861,0.865,0
H01,Andean_Falls,2024-11-01 22:30:00,180.0,98.136,141.702,0.885,0
H01,Andean_Falls,2024-10-02 21:45:00,180.0,90.512,130.681,0.886,0
H03,Canyon_Run,2024-07-01 20:00:00,95.0,59.747,93.785,0.882,0
H03,Canyon_Run,2024-06-21 18:30:00,95.0,73.368,110.337,0.843,0
H03,Canyon_Run,2024-11-22 12:00:00,95.0,77.637,103.477,0.93,0
H01,Andean_Falls,2024-08-31 11:15:00,180.0,100.434,141.466,0.93,0
H02,River_Gate,2024-09-19 19:15:00,125.0,61.193,102.215,0.862,0
H03,Canyon_Run,2024-02-17 08:30:00,95.0,95.0,154.753,0.913,0
H02,River_Gate,2024-01-30 11:45:00,125.0,121.932,205.754,0.891,0
H02,River_Gate,2024-04-21 21:15:00,125.0,125.0,225.264,0.861,0
H01,Andean_Falls,2024-06-20 01:00:00,180.0,161.032,230.539,0.897,0
H01,Andean_Falls,2024-02-24 06:45:00,180.0,180.0,269.228,0.929,0
H02,River_Gate,2024-03-24 09:30:00,125.0,125.0,229.382,0.915,0
H01,Andean_Falls,2024-08-23 11:15:00,180.0,102.351,147.034,0.911,0
H01,Andean_Falls,2024-01-09 22:00:00,180.0,143.167,210.571,0.859,0
H02,River_Gate,2024-01-03 19:45:00,125.0,106.027,181.845,0.87,0
H01,Andean_Falls,2024-01-27 09:15:00,180.0,162.442,233.942,0.886,0
H02,River_Gate,2024-12-13 13:30:00,125.0,96.585,162.193,0.874,0
H01,Andean_Falls,2024-07-29 17:45:00,180.0,117.358,174.111,0.887,0
H01,Andean_Falls,2024-05-06 19:00:00,180.0,167.222,253.46,0.865,0
H02,River_Gate,2024-02-13 09:30:00,125.0,125.0,217.547,0.897,0
H03,Canyon_Run,2024-04-09 17:45:00,95.0,95.0,146.237,0.887,0
H01,Andean_Falls,2024-12-08 18:30:00,180.0,124.316,182.124,0.888,0
H01,Andean_Falls,2024-06-24 00:15:00,180.0,152.273,213.548,0.94,0
H02,River_Gate,2024-01-22 20:30:00,125.0,105.723,181.513,0.877,0
H01,Andean_Falls,2024-03-16 03:45:00,180.0,180.0,283.332,0.928,0
H01,Andean_Falls,2024-12-23 04:30:00,180.0,142.917,193.569,0.939,0
H03,Canyon_Run,2024-05-12 15:30:00,95.0,75.955,121.909,0.873,0
H03,Canyon_Run,2024-09-23 20:45:00,95.0,56.917,81.815,0.891,0
H03,Canyon_Run,2024-02-08 02:45:00,95.0,95.0,153.61,0.957,0
H03,Canyon_Run,2024-11-16 10:30:00,95.0,74.079,109.285,0.886,0
H02,River_Gate,2024-05-24 18:30:00,125.0,107.362,180.17,0.869,0
H03,Canyon_Run,2024-07-29 05:45:00,95.0,60.059,85.873,0.921,0
H03,Canyon_Run,2024-09-17 23:30:00,95.0,52.898,77.742,0.887,0
H02,River_Gate,2024-11-29 17:45:00,125.0,95.532,162.37,0.855,0
H03,Canyon_Run,2024-06-10 09:45:00,95.0,73.732,109.735,0.912,0
H03,Canyon_Run,2024-12-17 20:15:00,95.0,85.952,125.593,0.882,0
H03,Canyon_Run,2024-05-02 15:30:00,95.0,94.876,139.41,0.89,0
H03,Canyon_Run,2024-05-05 05:00:00,95.0,88.134,131.843,0.916,0
H01,Andean_Falls,2024-10-05 17:15:00,180.0,87.556,129.451,0.87,0
H01,Andean_Falls,2024-05-19 06:30:00,180.0,180.0,256.2,0.913,0
H02,River_Gate,2024-09-25 02:00:00,125.0,71.339,116.091,0.93,0
H02,River_Gate,2024-04-10 16:00:00,125.0,123.82,214.751,0.858,0
H03,Canyon_Run,2024-12-28 06:15:00,95.0,88.42,126.05,0.955,0
H01,Andean_Falls,2024-06-05 21:30:00,180.0,167.757,244.599,0.865,0
H01,Andean_Falls,2024-10-31 09:15:00,180.0,107.582,146.023,0.961,0
H01,Andean_Falls,2024-10-06 04:00:00,180.0,83.064,119.986,0.928,0
H03,Canyon_Run,2024-04-11 19:00:00,95.0,94.854,142.95,0.882,0
H02,River_Gate,2024-02-27 10:00:00,125.0,125.0,231.532,0.911,0
H01,Andean_Falls,2024-07-09 08:45:00,180.0,144.891,199.483,0.925,0
H01,Andean_Falls,2024-07-29 22:45:00,180.0,131.547,183.924,0.913,0
H03,Canyon_Run,2024-03-11 00:30:00,95.0,95.0,154.263,0.929,0
H02,River_Gate,2024-06-30 01:00:00,125.0,90.982,152.543,0.884,0
H01,Andean_Falls,2024-11-06 10:00:00,180.0,107.057,158.85,0.888,0
H02,River_Gate,2024-06-12 23:30:00,125.0,104.146,175.391,0.869,0
H02,River_Gate,2024-09-08 00:15:00,125.0,66.317,111.2,0.888,0
H03,Canyon_Run,2024-10-29 16:00:00,95.0,65.102,98.439,0.876,0
H02,River_Gate,2024-09-29 22:15:00,125.0,67.024,113.48,0.9,0
H01,Andean_Falls,2024-04-19 16:30:00,180.0,180.0,282.103,0.893,0
H02,River_Gate,2024-06-20 07:30:00,125.0,97.741,158.847,0.949,0
H03,Canyon_Run,2024-11-10 04:45:00,95.0,70.309,97.788,0.951,0
H03,Canyon_Run,2024-02-12 06:45:00,95.0,95.0,148.669,0.93,0
H03,Canyon_Run,2024-06-06 02:00:00,95.0,76.632,110.105,0.92,0
H03,Canyon_Run,2024-08-27 00:45:00,95.0,47.973,73.303,0.926,0
H01,Andean_Falls,2024-05-27 17:15:00,180.0,180.0,264.862,0.886,0
H01,Andean_Falls,2024-07-13 00:15:00,180.0,124.654,178.534,0.888,0
H02,River_Gate,2024-12-10 22:45:00,125.0,102.595,162.628,0.89,0
H01,Andean_Falls,2024-11-01 18:00:00,180.0,108.212,160.372,0.864,0
H02,River_Gate,2024-11-01 01:45:00,125.0,79.073,125.903,0.91,0
H02,River_Gate,2024-12-07 02:45:00,125.0,99.46,160.078,0.888,0
H01,Andean_Falls,2024-07-31 04:30:00,180.0,128.507,173.33,0.936,0
H03,Canyon_Run,2024-10-25 00:00:00,95.0,58.741,88.711,0.907,0
H01,Andean_Falls,2024-11-16 02:15:00,180.0,114.891,151.989,0.921,0
H01,Andean_Falls,2024-11-18 06:45:00,180.0,112.163,156.8,0.897,0
H01,Andean_Falls,2024-03-09 03:15:00,180.0,180.0,262.578,0.924,0
H03,Canyon_Run,2024-03-16 21:45:00,95.0,95.0,156.63,0.88,0
H01,Andean_Falls,2024-09-23 12:00:00,180.0,90.193,133.055,0.87,0
H03,Canyon_Run,2024-12-17 23:45:00,95.0,81.538,117.197,0.912,0
H01,Andean_Falls,2024-01-31 02:00:00,180.0,175.796,239.5,0.943,0
H02,River_Gate,2024-05-07 09:00:00,125.0,121.443,192.817,0.921,0
H03,Canyon_Run,2024-04-09 03:45:00,95.0,95.0,153.404,0.915,0
H02,River_Gate,2024-06-10 10:00:00,125.0,104.637,170.051,0.918,0
H01,Andean_Falls,2024-12-03 23:30:00,180.0,118.567,170.285,0.877,0
H01,Andean_Falls,2024-06-10 06:30:00,180.0,164.318,232.073,0.915,0
H03,Canyon_Run,2024-04-11 10:00:00,95.0,95.0,149.292,0.939,0
H02,River_Gate,2024-11-22 08:15:00,125.0,90.735,143.516,0.926,0
H01,Andean_Falls,2024-04-11 01:00:00,180.0,180.0,273.819,0.934,0
H01,Andean_Falls,2024-07-18 14:15:00,180.0,120.826,180.798,0.864,0
H01,Andean_Falls,2024-08-05 16:00:00,180.0,105.907,160.054,0.876,0
H01,Andean_Falls,2024-08-08 06:45:00,180.0,110.681,155.171,0.934,0
H03,Canyon_Run,2024-09-28 16:45:00,95.0,52.775,87.021,0.867,0
H01,Andean_Falls,2024-01-03 02:15:00,180.0,156.186,217.127,0.921,0
H02,River_Gate,2024-05-13 04:00:00,125.0,120.904,193.179,0.93,0
H01,Andean_Falls,2024-05-05 00:00:00,180.0,180.0,275.894,0.907,0
H03,Canyon_Run,2024-10-01 20:00:00,95.0,43.747,69.871,0.867,0
H02,River_Gate,2024-04-26 00:00:00,125.0,125.0,212.9,0.914,0
H01,Andean_Falls,2024-11-17 15:45:00,180.0,103.45,156.075,0.859,0
H01,Andean_Falls,2024-08-17 21:45:00,180.0,104.123,152.029,0.861,0
H03,Canyon_Run,2024-06-15 13:45:00,95.0,73.511,108.249,0.856,0
H03,Canyon_Run,2024-05-11 16:15:00,95.0,83.937,126.021,0.883,0
H02,River_Gate,2024-04-27 13:00:00,125.0,125.0,209.78,0.895,0
H03,Canyon_Run,2024-02-17 14:00:00,95.0,95.0,159.952,0.875,0
H03,Canyon_Run,2024-06-26 09:00:00,95.0,64.989,95.023,0.933,0
H02,River_Gate,2024-09-22 07:45:00,125.0,69.554,113.168,0.936,0
H01,Andean_Falls,2024-02-08 21:15:00,180.0,180.0,263.168,0.891,0
H02,River_Gate,2024-02-19 10:15:00,125.0,125.0,210.268,0.905,0
H02,River_Gate,2024-09-20 10:45:00,125.0,72.831,110.368,0.94,0
H01,Andean_Falls,2024-10-11 00:45:00,180.0,101.194,146.331,0.9,0
H02,River_Gate,2024-09-11 12:00:00,125.0,57.907,101.438,0.903,0
H02,River_Gate,2024-08-20 13:15:00,125.0,72.914,118.69,0.871,0
H02,River_Gate,2024-08-17 02:00:00,125.0,66.199,105.27,0.918,0
H03,Canyon_Run,2024-10-07 02:45:00,95.0,48.135,72.299,0.927,0
H02,River_Gate,2024-07-17 17:30:00,125.0,80.184,137.637,0.865,0
H03,Canyon_Run,2024-12-25 19:30:00,95.0,89.942,131.342,0.893,0
H03,Canyon_Run,2024-09-13 18:45:00,95.0,48.363,78.003,0.843,0
H03,Canyon_Run,2024-11-22 21:30:00,95.0,76.365,112.166,0.903,0
H03,Canyon_Run,2024-11-13 09:15:00,95.0,70.308,96.155,0.936,0
H02,River_Gate,2024-12-27 19:30:00,125.0,108.993,185.424,0.849,0
H02,River_Gate,2024-02-04 18:15:00,125.0,118.3,205.278,0.862,0
H01,Andean_Falls,2024-01-11 01:30:00,180.0,160.42,221.968,0.919,0
H02,River_Gate,2024-10-03 09:30:00,125.0,66.687,104.37,0.919,0
